owner,is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,body,last_edit_date,posted_by_collectives,is_post_ai
"{'account_id': 4687875, 'reputation': 83797, 'user_id': 3794812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91da5cf982069e22d3bd0b514dfb45e2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Nicholas Tower', 'link': 'https://stackoverflow.com/users/3794812/nicholas-tower'}",True,2,1727102708,1727100841,79015002,79014907,CC BY-SA 4.0,"<p>If there is any performance difference, it will be trivial. The only difference is whether you assign the function to an intermediate variable or not. A single assignment is very very fast. Plus, after you transpile your code, minify it, and then the browser does its own optimizations, there's a chance this assignment won't even exist at all.</p> <p>I <em>strongly</em> recommend that you do not try to optimize at this level. Write your code for readability, and save the performance improvements for larger scale things.</p> <blockquote> <p>I know I can use useCallback or other memoizing techniques</p> </blockquote> <p>I know these weren't the question, but i suspect you may misunderstand what they do. If you wrap the function in a <code>useCallback</code>, you would make the example you showed very slightly <em>slower</em>, not faster:</p> <pre><code>const handleClick = useCallback(() => {   setCount(count + 1); }, []) </code></pre> <p>With this code, you will still create a function every time you render, so you're already tied in terms of work done. That function, instead of being immediately assigned to <code>handleClick</code>, gets passed into <code>useCallback</code>, which will iterate through the dependency array doing comparisons. A function call plus a loop of comparisons is very fast, but it's slower than doing absolutely nothing.</p> <p>There is a performance benefit from <code>useCallback</code>, but it's not present in your example. The benefit comes when you pass your function to another piece of code. If you pass a different function each time, then that other code may need to repeat some work. For example, a component thinks its props have changed, so it must rerender; or a <code>useEffect</code> thinks its dependency array has changed, so it must rerun. <code>useCallback</code> lets you pass the same function each time, potentially skipping some work.</p>",1727102708.0,,true
"{'account_id': 11875768, 'reputation': 198194, 'user_id': 8690857, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-47_HcdolAr0/AAAAAAAAAAI/AAAAAAAAB30/lD6xAXOWlu4/photo.jpg?sz=256', 'display_name': 'Drew Reese', 'link': 'https://stackoverflow.com/users/8690857/drew-reese'}",True,0,1727144972,1727144972,79016796,79014834,CC BY-SA 4.0,"<p>The <code>PrivateRoute</code> component only checks the stored cookie once when the component mounts. I suspect you meant for this check to happen after <em>any</em> navigation action, i.e. when the app URL path changes. For this you can use the <code>useLocation</code> hook and add the <code>location</code> or <code>location.pathname</code> as dependency.</p> <p>Example:</p> <pre><code>import { useEffect } from 'react'; import { Outlet, useLocation, useNavigate } from 'react-router-dom'; import Cookies from 'universal-cookie'; import { toast } from 'sonner';  const PrivateRoute = () => {   const { pathname } = useLocation();   const navigate = useNavigate();    useEffect(() => {     const cookie = new Cookies(null, { path: '/' });      if (!cookie.get('token')) {       toast.error('You are not authorized to access this page');       navigate('/login', { replace: true });     }   }, [pathname, navigate]);    return <Outlet />; }; </code></pre>",,,true
"{'account_id': 8916935, 'reputation': 14756, 'user_id': 6655160, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/hsfH0.jpg?s=256', 'display_name': 'hgb123', 'link': 'https://stackoverflow.com/users/6655160/hgb123'}",False,1,1727094947,1727094947,79014633,79014519,CC BY-SA 4.0,"<p>You can keep your custom style, and update <code>justify-content</code> to <code>flex-start</code></p> <pre><code>style={{ right: 84, top: 24, justifyContent: 'flex-start' }} </code></pre> <p>Demo: <a href=""https://stackblitz.com/edit/react-hug9m3?file=demo.tsx"" rel=""nofollow noreferrer"">https://stackblitz.com/edit/react-hug9m3?file=demo.tsx</a></p>",,,true
"{'account_id': 21146760, 'reputation': 76, 'user_id': 15547910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dc3846cff8a4523d3a3c201aae8fe4e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'IdrisSelimi', 'link': 'https://stackoverflow.com/users/15547910/idrisselimi'}",False,0,1727094011,1727094011,79014576,79014519,CC BY-SA 4.0,<p>Inside of your <code>style</code> you can try adding:</p> <p><code>insetInlineEnd: 24</code> <code>insetBlockStart: 24</code></p> <p>also you could change your position to <code>fixed</code>. Don't forget to remove your current styling.</p>,,,true
"{'account_id': 24589621, 'reputation': 374, 'user_id': 18493710, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/i81lL.jpg?s=256', 'display_name': 'okaeiz', 'link': 'https://stackoverflow.com/users/18493710/okaeiz'}",False,0,1727096916,1727096916,79014739,79014486,CC BY-SA 4.0,"<p>Are you sure you're actually importing both libraries?</p> <pre class=""lang-js prettyprint-override""><code>import { library } from '@fortawesome/fontawesome-svg-core'; import { fas } from '@fortawesome/pro-solid-svg-icons'; import { far } from '@fortawesome/pro-regular-svg-icons';  library.add(fas, far); </code></pre> <p>Moreover, it's unlikely for FormIO not to need extra configuration because I think it's looking for free icons by default. So you may check the console logs for possible errors. Share them.</p>",,,true
"{'account_id': 11875768, 'reputation': 198194, 'user_id': 8690857, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-47_HcdolAr0/AAAAAAAAAAI/AAAAAAAAB30/lD6xAXOWlu4/photo.jpg?sz=256', 'display_name': 'Drew Reese', 'link': 'https://stackoverflow.com/users/8690857/drew-reese'}",True,2,1727108254,1727104893,79015259,79014407,CC BY-SA 4.0,"<p>Refactor the logic such that only one <code>useOutsideClick</code> hook is necessary. Since the header content, i.e. the children, appear to be same for both mobile and desk view, you can refactor to replace the wrapping <code>div</code> elements with a single <code>div</code> that conditionally applies the correct CSS <code>className</code> prop, <em>and any other layout/UI differences between mobile and desk views</em>.</p> <p>Example Implementation:</p> <pre><code>const HeaderSearch = ({ screenWidth }) => {   const ref = useOutsideClick(test);   ...    function checkInput(event) {     if (event.keyCode !== 13) {       setSearch(event.target.value);     }   }    if (location.pathname !== ""/"") {     return (       <div         ref={ref}         id=""search-header""         className={[           ""search-header"",           screenWidth == ""mobile"" ? ""mob"" : ""desk""         ].join("" "")}       >         <FontAwesomeIcon           className=""search-icon""           id=""search-icon""           icon={faSearch}           onClick={() => toggleSearchInput()}         />         <input           id=""search-input""           className={[""search-input"", searchActive && ""active""]             .filter(Boolean)             .join("" "")           }           type=""text""           value={search}           onKeyDown={(e) => checkInput(e)}           onChange={(e) => setSearch(e.target.value)}           // ref={searchInputRef}           // onClick={() => searchReqClientSide()}           placeholder=""Search...""         />         <button></button>       </div>     );   } else {     return null;   } }; </code></pre>",1727108254.0,,true
"{'account_id': 112084, 'reputation': 176262, 'user_id': 295783, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/da548667c834109a7059b51060e53dff?s=256&d=identicon&r=PG', 'display_name': 'mplungjan', 'link': 'https://stackoverflow.com/users/295783/mplungjan'}",False,0,1727086662,1727086662,79014184,79014166,CC BY-SA 4.0,<p>Try adding a stopPropagation on the change event</p> <pre><code>onChange={(event) => {   event.stopPropagation();    handleStatusChange(event); }} </code></pre>,,,true
"{'account_id': 4034671, 'reputation': 768, 'user_id': 3319578, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.sstatic.net/cPGcd.jpg?s=256', 'display_name': 'Mariano Schmands', 'link': 'https://stackoverflow.com/users/3319578/mariano-schmands'}",False,0,1727083985,1727083985,79014020,79014013,CC BY-SA 4.0,"<p>Swiper v11.x may not fully support React 18, leading to compatibility issues. Downgrading to Swiper v8 (which is widely compatible with React 18) might solve the issue.</p>",,,true
"{'account_id': 10231989, 'reputation': 10591, 'user_id': 7552340, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/Pnjcy.jpg?s=256', 'display_name': 'Damzaky', 'link': 'https://stackoverflow.com/users/7552340/damzaky'}",False,0,1727743181,1727742802,79041341,79013568,CC BY-SA 4.0,"<p>It's hard to know since you aren't sharing the website/example, but assuming it's just a simple mouse hover event, you can just simulate these 3 events:</p> <ul> <li>pointerenter</li> <li>pointerover</li> <li>mouseover</li> </ul> <p>Basically like so:</p> <pre><code>const el = document.getElementById('container'); // the element you want to trigger the event on  el.dispatchEvent(new Event('pointerover', { bubbles: true })) el.dispatchEvent(new Event('pointerenter', { bubbles: true })) el.dispatchEvent(new Event('mouseover', { bubbles: true })) </code></pre> <p>The above code are tested on React 15 & 18. Try above code on the console of these React examples (select the element first so that the query will happen inside the iframe):</p> <ul> <li>React 18: <a href=""https://codepen.io/damzaky/pen/qBeOeXY"" rel=""nofollow noreferrer"">https://codepen.io/damzaky/pen/qBeOeXY</a></li> <li>React 15: <a href=""https://codepen.io/damzaky/pen/PoMPMJr"" rel=""nofollow noreferrer"">https://codepen.io/damzaky/pen/PoMPMJr</a></li> </ul>",1727743181.0,,true
"{'account_id': 25465072, 'reputation': 897, 'user_id': 19264249, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/2AAN0xM6.jpg?s=256', 'display_name': 'sahilatahar', 'link': 'https://stackoverflow.com/users/19264249/sahilatahar'}",False,1,1727353525,1727353525,79027281,79013568,CC BY-SA 4.0,"<p>If you <strong>do not have access</strong> to the site's source code, here are best options to trigger hover or similar events:</p> <h3>1. <strong>Simulate Mouse Event (Vanilla JavaScript)</strong></h3> <p>This method can trigger DOM events, even on React sites:</p> <pre class=""lang-js prettyprint-override""><code>const element = document.querySelector('your-element-selector'); const mouseOverEvent = new MouseEvent('mouseover', { bubbles: true }); element.dispatchEvent(mouseOverEvent); </code></pre> <p>This simulates the actual <code>mouseover</code> event, which is often what triggers hover states.</p> <h3>2. <strong>Trigger React's Internal Event Handler</strong></h3> <p>Although you can't directly interact with React’s internal state, you can attempt to trigger its event handlers:</p> <pre class=""lang-js prettyprint-override""><code>const element = document.querySelector('your-element-selector'); Object.keys(element).forEach(key => {   if (key.startsWith('__reactEventHandlers')) {     element[key].onMouseOver(); // Simulate React onMouseOver event   } }); </code></pre> <p>This manually invokes React’s event handlers if they are available on the element.</p> <h3>3. <strong>Simulate CSS Hover with Forced Class</strong></h3> <p>If you're only trying to mimic the hover effect visually (without triggering an event):</p> <pre class=""lang-js prettyprint-override""><code>element.classList.add('your-hover-class'); </code></pre> <p>This adds the class that normally gets added on hover, forcing the visual change.</p> <h3>4. <strong>Use DevTools to Force Hover</strong></h3> <p>If your goal is purely visual (for testing), you can open Chrome DevTools, right-click the element, select <strong>""Force state""</strong>, and check <code>:hover</code>. This will apply the hover state.</p>",,,true
"{'account_id': 31842489, 'reputation': 33, 'user_id': 24655765, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/pBwvtqHf.png?s=256', 'display_name': 'Abdelkader Boukhalfoun', 'link': 'https://stackoverflow.com/users/24655765/abdelkader-boukhalfoun'}",False,1,1727341624,1727341624,79026416,79013568,CC BY-SA 4.0,"<p>you can simulate a native mouseenter event since React's synthetic event system still listens for these:</p> <pre><code>const element = document.querySelector('your-selector-here'); const hoverEvent = new MouseEvent('mouseenter', {   bubbles: true,   cancelable: true,   view: window });  element.dispatchEvent(hoverEvent); </code></pre> <p>React handles native events like <code>mouseenter</code> alongside its synthetic events. By dispatching this event, you should trigger any hover-related changes on the site. Use the browser’s dev tools to find the exact element and modify the selector as needed.</p>",,,true
"{'account_id': 36147313, 'reputation': 1, 'user_id': 27588990, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a6eeea4d591b3a302864968347ed32f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Bhargav Parekh', 'link': 'https://stackoverflow.com/users/27588990/bhargav-parekh'}",False,0,1727930760,1727930760,79049156,79013398,CC BY-SA 4.0,"<p>You need to configure CORS in your .NET Core 8.0 Web API to allow requests from your React app's domain.</p> <p>In Program.cs (or Startup.cs if you're using that):</p> <pre><code>var builder = WebApplication.CreateBuilder(args);  // Add services to the container. builder.Services.AddControllers();  // Configure CORS builder.Services.AddCors(options => {     options.AddPolicy(""AllowReactApp"",         policy =>         {             policy.WithOrigins(""http://localhost:3000"") // URL of your React app                   .AllowAnyHeader()                   .AllowAnyMethod()                   .AllowCredentials(); // Only needed if sending cookies or other credentials         }); });  var app = builder.Build();  // Use CORS app.UseCors(""AllowReactApp"");  app.UseAuthorization();  app.MapControllers();  app.Run(); </code></pre>",,,true
"{'account_id': 12575482, 'reputation': 149, 'user_id': 9148037, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbbef3a6b3302e39f316b8b775a4fe4d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Darshan Unadkat', 'link': 'https://stackoverflow.com/users/9148037/darshan-unadkat'}",False,0,1727098828,1727098828,79014865,79013398,CC BY-SA 4.0,"<p>You need to allow your portal url in Program.CS file by adding CORS policy.</p> <pre><code>builder.Services.AddCors(options => { options.AddPolicy(""AllowSpecificOrigin"",             builder =>             {                 builder.WithOrigins(""http://localhost:4200"", ""http://localhost:3000"", ""https:yourreactpublishedurl"")                        .AllowAnyHeader()                        .AllowAnyMethod()                        .AllowCredentials();             });     });  app.UseCors(""AllowSpecificOrigin""); </code></pre>",,,true
"{'account_id': 22222772, 'reputation': 316, 'user_id': 16460145, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/GAos0.jpg?s=256', 'display_name': 'n_dev', 'link': 'https://stackoverflow.com/users/16460145/n-dev'}",False,0,1727078150,1727078150,79013679,79013398,CC BY-SA 4.0,"<p>need to configure cors policy for you  urls  in program.cs</p> <pre><code>builder.Services.AddCors(options => {     options.AddPolicy(name: ""allowedregions"",                       policy  =>                       {                           policy.WithOrigins(""http://example.com"",                                               ""http://www.test.com"");                       }); }); </code></pre> <p>also configure middle ware</p> <pre><code>app.UseCors(""allowedregions""); </code></pre> <p>more  you can find  <a href=""https://learn.microsoft.com/en-us/aspnet/core/security/cors?view=aspnetcore-8.0"" rel=""nofollow noreferrer"">here</a></p>",,,true
"{'account_id': 27963168, 'reputation': 557, 'user_id': 21354514, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/TplE583J.jpg?s=256', 'display_name': 'L&#227; Ngọc Hải', 'link': 'https://stackoverflow.com/users/21354514/l%c3%a3-ng%e1%bb%8dc-h%e1%ba%a3i'}",False,0,1727072897,1727072897,79013392,79013163,CC BY-SA 4.0,"<p><code>tokenString</code> is undefined when you call <code>JSON.parse(tokenString)</code>, because there is nothing in local storage to use <code>localStorage.getItem()</code>. Check <code>tokenString</code> and see if it has value before trying to parse it.</p> <pre><code>const tokenString = localStorage.getItem('accessToken'); if(!tokenString) return null const userToken = JSON.parse(tokenString); </code></pre>",,,true
"{'account_id': 22293658, 'reputation': 52, 'user_id': 16520049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8756d000ceeff10234189cae17601da4?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'trinity', 'link': 'https://stackoverflow.com/users/16520049/trinity'}",True,0,1727066378,1727066378,79013170,79012969,CC BY-SA 4.0,"<p>To track the previous profile image in your React component, use a state variable to store the initial image URL when the component mounts. This way, you can reference it later when you need to delete the old image.</p> <p>Here's the updated code:</p> <pre><code>import { useContext, useEffect, useState } from ""react""; import AuthContext from ""../../context/Auth-context/AuthContext""; import { useForm } from ""react-hook-form""; import useFilePreview from ""../Helpers/useFilePreview""; import { post } from ""../Helpers/post""; import { uploadImageToFirebase } from ""../Helpers/uploadImageToFirebase"";  function Profile() {   const { user } = useContext(AuthContext);   const [previousImage, setPreviousImage] = useState(user?.image);    const form = useForm({     defaultValues: { ... , image: user?.image }   });   const { register, handleSubmit, watch, formState: { dirtyFields } } = form;   const image = watch(""image"");   const [imagePreview] = useFilePreview(image);    useEffect(() => {     setPreviousImage(user?.image);   }, [user]);    const editProfile = async (data) => {     let url;      if (dirtyFields.image) {       url = await uploadImageToFirebase(data.image[0]);       if (previousImage) {         // Call your function to delete the previous image from Firebase         await deleteImageFromFirebase(previousImage);       }     }      data.image = url || previousImage;     await post(`http://localhost:8000/api/edit-profile/${data.id}`, ""PUT"", { ...data });   };    return (     <form onSubmit={handleSubmit(editProfile)}>       <img src={imagePreview} alt=""Profile Preview"" />       <label>Change profile picture</label>       <input {...register(""image"")} type=""file"" accept=""image/*"" />       <button>Save changes</button>     </form>   ); }  export default Profile; </code></pre>",,,true
"{'account_id': 13892015, 'reputation': 1, 'user_id': 10029745, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/uaPcj.jpg?s=256', 'display_name': 'Luiz Costa', 'link': 'https://stackoverflow.com/users/10029745/luiz-costa'}",False,0,1727101903,1727101903,79015081,79012702,CC BY-SA 4.0,<p>Took me too long to solve it and the answer was unexpectedly simple... I was importing a remnant <code>constants.jsx</code> file with a wrong route tree for when I was setting up <code>react-router-dom</code> in my entry-point file. I since moved that logic to what you see in App.jsx. The error was not even visible in the question in the first place and I'm sorry for asking without looking hard enough.</p> <p>Always check your entry-point file even if it's auto generated for you!</p>,,,true
"{'account_id': 18879539, 'reputation': 1, 'user_id': 13772248, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/222c223b0e012ff1dda2648aa575c412?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Sid Patel', 'link': 'https://stackoverflow.com/users/13772248/sid-patel'}",False,0,1727177164,1727043632,79012700,79012661,CC BY-SA 4.0,"<p>It seems like keeping track of the number of refreshes would be helpful here. The window's <a href=""https://developer.mozilla.org/en-US/docs/Web/API/Window/localStorage"" rel=""nofollow noreferrer"">localStorage</a> property allows you to access a Storage object and the stored data is saved across browser sessions.</p> <pre><code>  if (isRefreshed) {     localStorage.setItem(       'refreshCount', Number(localStorage.getItem(""refreshCount"") || 0) + 1     );   }    return { wasPageRefreshed: Number(localStorage.getItem(""refreshCount"")) === 1 }; </code></pre> <p>Alternatively, you can store a boolean value in the localStorage that determines if the first refresh already happened.</p>",1727177164.0,,true
"{'account_id': 1262633, 'reputation': 23651, 'user_id': 1220550, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/G1osH.jpg?s=256', 'display_name': 'Peter B', 'link': 'https://stackoverflow.com/users/1220550/peter-b'}",False,1,1727045741,1727045741,79012745,79012661,CC BY-SA 4.0,"<p>Could it be that all you need is a variable that is initialized when the application is loaded, and which is changed to another value as soon as its value is used?</p> <p>Like this:</p> <pre class=""lang-typescript prettyprint-override""><code>let justRefreshed: boolean = true;  export function hasJustBeenRefreshed(): boolean {   const result: boolean = justRefreshed;   justRefreshed = false;   return result; } </code></pre> <p>Putting this in something like <code>RefreshHelper.ts</code> and importing the function where needed, might just do all you need it to do.</p>",,,true
"{'account_id': 4017884, 'reputation': 17, 'user_id': 3309300, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f52733ad704e62640f11a97503e4b6a2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3309300', 'link': 'https://stackoverflow.com/users/3309300/user3309300'}",False,0,1727060689,1727060689,79013031,79012077,CC BY-SA 4.0,"<pre><code>  const addItem = useCallback((item: any) => { setSelectedItems((items) => {   const exist = items.findIndex(     (existingItem) => existingItem.name === item.name   );   if (exist === -1) {     return items.concat(item);   }   return items; }); </code></pre> <p>}, []); // try to put selectedItems : not working anymore</p>",,,true
"{'account_id': 4017884, 'reputation': 17, 'user_id': 3309300, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f52733ad704e62640f11a97503e4b6a2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user3309300', 'link': 'https://stackoverflow.com/users/3309300/user3309300'}",False,0,1727024905,1727024803,79012162,79012077,CC BY-SA 4.0,"<p>You should change as below:</p> <p>setSelectedItems((items) => [...items, item]);</p> <p>setState should always be a new object instead of mutating the original one.</p>",1727024905.0,,true
"{'account_id': 32721194, 'reputation': 1, 'user_id': 25433226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7795a3dd7948e90a13b1249a53b1ed46?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Yohann', 'link': 'https://stackoverflow.com/users/25433226/yohann'}",False,0,1727131013,1727022611,79012102,79011810,CC BY-SA 4.0,"<p>Have you tried scroll-smooth with Tailwind and are you using the latest version? Try this code:</p> <pre><code><div className=""flex space-x-4 px-4 py-8 overflow-x-auto snap-x snap-mandatory scrollbar-hide scroll-smooth""> </code></pre>",1727131013.0,,true
"{'account_id': 35406291, 'reputation': 586, 'user_id': 27184656, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/cWqspvCg.png?s=256', 'display_name': 'The Teabag Coder', 'link': 'https://stackoverflow.com/users/27184656/the-teabag-coder'}",True,2,1727032398,1727032398,79012400,79011810,CC BY-SA 4.0,"<p>Combining <code>overflow-x-auto</code> with <code>snap</code> on the same carousel container seems to break the scroll animation in Chrome.</p> <p>One way to fix this is by moving <code>overflow-x-auto</code> to the parent div.</p> <pre><code>    <div className=""w-full h-screen flex items-center justify-center bg-gray-100"">       <div className=""w-full max-w-3xl overflow-x-auto"">         <div className=""flex space-x-4 px-4 py-8 snap-x snap-mandatory scrollbar-hide"">           {items.map((item, index) => (             //rest of code.... </code></pre> <p>Playground: <a href=""https://stackblitz.com/edit/stackblitz-starters-vw5ksu?file=app%2Fpage.tsx"" rel=""nofollow noreferrer"">https://stackblitz.com/edit/stackblitz-starters-vw5ksu?file=app%2Fpage.tsx</a></p>",,,true
"{'account_id': 24589621, 'reputation': 374, 'user_id': 18493710, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/i81lL.jpg?s=256', 'display_name': 'okaeiz', 'link': 'https://stackoverflow.com/users/18493710/okaeiz'}",False,1,1727014383,1727014383,79011820,79011801,CC BY-SA 4.0,"<p>I'd share the code rather than console warnings. But here's what I presume. You need to pass <code>onChange</code>.</p> <pre class=""lang-js prettyprint-override""><code>import React, { useState } from 'react';  function App() {   const [text, setText] = useState(''); // here's your state    const handleChange = (event) => {     setText(event.target.value); // you update the state as the user types   };    const updateText = () => {     setText('Updated Text'); // here you set a new value when a button is clicked   };    return (     <div>       <textarea         value={text} // Controlled component         onChange={handleChange} // you update state on change       />       <button onClick={updateText}>Update Text</button>     </div>   ); }  export default App;  </code></pre> <p>If you provide a value prop without <code>onChange</code>, the <code>textarea</code> becomes read-only, which is why you couldn’t edit the content.</p>",,,true
"{'account_id': 10481688, 'reputation': 11, 'user_id': 7726514, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-QgIedeB5Hrw/AAAAAAAAAAI/AAAAAAAAAC4/oiKtH_qzHxw/photo.jpg?sz=256', 'display_name': 'Dennissnov', 'link': 'https://stackoverflow.com/users/7726514/dennissnov'}",False,0,1727163907,1727163907,79017510,79011694,CC BY-SA 4.0,"<p>you can use useGSAP, and scope the ref</p> <pre><code>const refContent = useRef(null); useGSAP(     () => {       if (!refContent.current) return;                gsap.set('.dots', {             visibility: 'hidden',             opacity: 0,         });          gsap.to('.dots', {             visibility: 'visible',             stagger: 0.1,             opacity: 1,         });     },     {         scope: refContent,         dependencies: [videos],     } ); return (     <div className=""content"" ref={refContent}>         {videos.map((_, i) => (             <span className=""dots"" key={i}>                 <span className=""progress"" />             </span>         ))}     </div> ); </code></pre>",,,true
"{'account_id': 7234429, 'reputation': 1825, 'user_id': 10489887, 'user_type': 'registered', 'profile_image': 'https://i.sstatic.net/oTVVFJLA.jpg?s=256', 'display_name': 'mrconcerned', 'link': 'https://stackoverflow.com/users/10489887/mrconcerned'}",True,0,1727010864,1727010864,79011699,79011694,CC BY-SA 4.0,"<p>Might be because it does not find the <code>.dots</code> even videos are loaded. You may try to check if <code>.dots</code> are actually in DOM.</p> <pre><code>  useEffect(() => {     if (videos.length > 0) {       const dots = document.querySelectorAll('.dots');       if (dots.length > 0) {         setupTimelines();        }     }   }, [videos]); </code></pre>",,,true
"{'account_id': 11875768, 'reputation': 198194, 'user_id': 8690857, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-47_HcdolAr0/AAAAAAAAAAI/AAAAAAAAB30/lD6xAXOWlu4/photo.jpg?sz=256', 'display_name': 'Drew Reese', 'link': 'https://stackoverflow.com/users/8690857/drew-reese'}",True,3,1727026044,1727026044,79012189,79011537,CC BY-SA 4.0,"<p><a href=""https://reactrouter.com/en/main/utils/create-routes-from-elements"" rel=""nofollow noreferrer""><code>createRoutesFromElements</code></a> (<em>and <a href=""https://reactrouter.com/en/main/utils/create-routes-from-children"" rel=""nofollow noreferrer""><code>createRoutesFromChildren</code></a></em>) is only a convenience utility function where you can pass JSX and it converts it to the <code>RouteObject[]</code> type used in the router configuration.</p> <blockquote> <p><code>createRoutesFromElements</code> is a helper that creates route objects from <code><Route></code> elements. It's useful if you prefer to create your routes as JSX instead of objects.</p> </blockquote> <p>To create a router you need to use one of the <code>createXRouter</code> functions. See <a href=""https://reactrouter.com/en/main/routers/picking-a-router"" rel=""nofollow noreferrer"">Picking a Router</a> for details.</p> <p>It appears you simply used the wrong function to create your router.</p> <p>Example creating a <code>BrowserRouter</code>:</p> <pre><code>import {   createBrowserRouter,   RouterProvider, } from ""react-router-dom"";  const router = createBrowserRouter(   {     path: ""/"",     element: <App />,     errorElement: <ErrorPage />,     children: [     {       path: ""/tasks"",       element: <MyTasksView />     },      {       path: ""/reviewtasks"",       element: <ReviewTasks />     },      {       path: ""/myapplications"",       element: <MyApplications />     },      {       path: ""/peerreviews"",       element: <PeerReviews />     },      {       path: ""/reviewapplications"",       element: <ReviewApplication />     }]   } )  createRoot(document.getElementById('root')).render(   <StrictMode>     <RouterProvider router={router} />   </StrictMode>, ); </code></pre> <p>For completion how the <code>createRoutesFromElements</code> is used see the following:</p> <pre><code>import {   createBrowserRouter,   createRoutesFromElements,   Route,   RouterProvider, } from ""react-router-dom"";  const router = createBrowserRouter(   createRoutesFromElements(     <Route path=""/"" element={<App />} errorElement={<ErrorPage />}>       <Route path=""tasks"" element={<MyTasksView />} />       <Route path=""reviewtasks"" element={<ReviewTasks />} />       <Route path=""myapplications"" element={<MyApplications />} />       <Route path=""peerreviews"" element={<PeerReviews />} />       <Route path=""reviewapplications"" element={<ReviewApplication />} />     </Route>   ), )  createRoot(document.getElementById('root')).render(   <StrictMode>     <RouterProvider router={router} />   </StrictMode>, ); </code></pre>",,,true
